Gender,Age_Group,Shoulder_Height_Diff_px,Hip_Height_Diff_px,Torso_Vertical_Tilt_deg,Ear_Hip_Vertical_Tilt_deg,Shoulder_Line_Horizontal_Tilt_deg,Hip_Line_Horizontal_Tilt_deg,Exercise_Label
Male,Middle-aged,4.0,3.0,0.0,-1.36,1.25,-1.47,Cross-Body Arm Stretch
Male,Middle-aged,4.0,2.0,1.76,,1.29,1.05,Cross-Body Arm Stretch
Male,Middle-aged,11.0,3.0,-0.22,-0.63,3.09,-1.33,Band Shoulder Abduction
Male,Middle-aged,8.0,1.0,0.51,-1.73,2.86,0.53,Band Shoulder Abduction
Male,Middle-aged,5.0,1.0,-1.05,-1.38,-1.63,-0.55,Cross-Body Arm Stretch
Male,Middle-aged,7.0,1.0,-1.42,-2.78,-2.34,-0.52,Band Shoulder Abduction
Male,Middle-aged,7.0,3.0,-2.53,-3.22,-2.4,-1.4,Band Shoulder Abduction
Male,Middle-aged,2.0,5.0,1.62,0.14,0.64,2.15,Standing Hip Abduction
Male,Middle-aged,2.0,0.0,1.09,1.4,0.67,-0.0,Cross-Body Arm Stretch
Male,Middle-aged,4.0,2.0,0.41,0.45,1.12,0.9,Cross-Body Arm Stretch
Male,Middle-aged,7.0,3.0,-1.92,-2.22,-2.04,-1.42,Band Shoulder Abduction
Male,Middle-aged,0.0,2.0,1.21,-0.34,-0.0,1.01,Seated Marches
Male,Middle-aged,0.0,1.0,-0.23,-1.46,-0.0,0.53,Modified Plank
Male,Middle-aged,3.0,0.0,-0.75,-1.76,1.04,-0.0,Cross-Body Arm Stretch
Male,Middle-aged,2.0,2.0,-0.97,-0.17,-0.66,1.01,Seated Marches
Male,Middle-aged,3.0,3.0,-1.4,-2.44,1.03,-1.53,Standing Hip Abduction
Male,Middle-aged,0.0,2.0,1.22,0.0,-0.0,-1.11,Standing Hip Abduction
Male,Middle-aged,1.0,1.0,-1.84,0.0,-0.33,-0.6,Modified Plank
Male,Middle-aged,2.0,1.0,-0.44,-1.08,-0.59,-0.47,Cross-Body Arm Stretch
Male,Middle-aged,4.0,2.0,-2.68,-0.47,-1.29,1.1,Cross-Body Arm Stretch
Male,Middle-aged,4.0,3.0,-1.48,-1.88,1.32,-1.48,Cross-Body Arm Stretch
Male,Middle-aged,14.0,1.0,-0.44,2.01,3.87,0.49,Band Shoulder Abduction
Male,Middle-aged,4.0,1.0,-0.45,-1.87,-1.29,-0.45,Cross-Body Arm Stretch
Male,Middle-aged,6.0,3.0,0.0,1.0,1.85,1.46,Band Shoulder Abduction
Male,Middle-aged,13.0,1.0,-0.7,0.48,4.04,-0.53,Band Shoulder Abduction
Male,Middle-aged,10.0,1.0,3.83,1.83,3.2,0.51,Band Shoulder Abduction
Male,Middle-aged,8.0,1.0,0.49,-0.67,2.28,-0.49,Band Shoulder Abduction
Male,Middle-aged,5.0,2.0,-2.22,-3.5,-1.62,1.09,Cross-Body Arm Stretch
Male,Middle-aged,8.0,1.0,1.41,1.14,2.66,0.52,Band Shoulder Abduction
Male,Middle-aged,2.0,3.0,-0.27,0.72,-0.65,1.55,Standing Hip Abduction
Male,Middle-aged,3.0,2.0,0.78,-1.07,1.04,1.12,Cross-Body Arm Stretch
Male,Middle-aged,1.0,1.0,-1.56,,0.31,-0.52,Seated Marches
Male,Middle-aged,3.0,1.0,2.23,1.01,0.99,0.54,Cross-Body Arm Stretch
Male,Middle-aged,4.0,0.0,-0.44,-0.31,-1.28,-0.0,Cross-Body Arm Stretch
Male,Middle-aged,4.0,2.0,-0.73,-2.94,-1.29,0.99,Cross-Body Arm Stretch
Male,Middle-aged,3.0,3.0,-0.25,-0.69,0.98,1.61,Standing Hip Abduction
Male,Middle-aged,15.0,1.0,1.17,0.33,4.74,-0.49,Band Shoulder Abduction
Male,Middle-aged,5.0,1.0,3.11,2.01,1.67,0.51,Cross-Body Arm Stretch
Male,Middle-aged,8.0,0.0,0.98,-0.17,2.65,-0.0,Band Shoulder Abduction
Male,Middle-aged,7.0,2.0,1.28,0.53,2.46,-1.19,Band Shoulder Abduction
Male,Middle-aged,11.0,0.0,1.73,,3.79,-0.0,Band Shoulder Abduction
Male,Middle-aged,3.0,2.0,1.56,0.0,1.04,-1.22,Cross-Body Arm Stretch
Male,Middle-aged,3.0,2.0,0.5,,1.01,1.08,Cross-Body Arm Stretch
Male,Middle-aged,7.0,2.0,4.87,2.81,2.44,1.15,Band Shoulder Abduction
Male,Middle-aged,10.0,4.0,2.5,1.5,3.6,2.18,Band Shoulder Abduction
Male,Middle-aged,11.0,0.0,1.44,0.95,3.81,-0.0,Band Shoulder Abduction
Male,Middle-aged,6.0,0.0,-0.91,-1.72,-1.9,-0.0,Band Shoulder Abduction
Male,Middle-aged,5.0,1.0,0.7,-0.49,1.62,0.51,Cross-Body Arm Stretch
Male,Middle-aged,3.0,2.0,0.95,0.33,1.04,1.03,Cross-Body Arm Stretch
Male,Middle-aged,3.0,1.0,3.03,1.1,-0.97,-0.48,Modified Plank
Male,Middle-aged,0.0,1.0,1.39,0.67,-0.0,0.46,Modified Plank
Male,Middle-aged,0.0,2.0,-0.23,-0.32,-0.0,1.03,Standing Hip Abduction
Male,Middle-aged,7.0,0.0,2.89,2.7,2.19,-0.0,Band Shoulder Abduction
Male,Middle-aged,5.0,1.0,0.77,-0.34,1.78,-0.58,Cross-Body Arm Stretch
Male,Middle-aged,4.0,3.0,2.17,0.93,1.38,1.51,Cross-Body Arm Stretch
Male,Middle-aged,0.0,3.0,-0.7,-1.92,-0.0,1.64,Standing Hip Abduction
Male,Middle-aged,3.0,2.0,0.68,0.78,1.04,1.1,Cross-Body Arm Stretch
Male,Middle-aged,7.0,0.0,-1.27,-0.87,-2.19,-0.0,Band Shoulder Abduction
Male,Middle-aged,7.0,1.0,-1.16,-1.57,2.23,-0.49,Band Shoulder Abduction
Male,Middle-aged,5.0,2.0,0.49,-1.84,-1.64,1.09,Cross-Body Arm Stretch
Male,Middle-aged,1.0,1.0,0.79,-0.37,-0.36,0.5,Seated Marches
Male,Middle-aged,2.0,2.0,2.66,-1.54,0.64,1.01,Modified Plank
Male,Middle-aged,0.0,1.0,1.18,1.83,-0.0,-0.56,Modified Plank
Male,Middle-aged,4.0,2.0,2.45,0.86,1.42,1.11,Cross-Body Arm Stretch
Male,Middle-aged,1.0,2.0,-1.23,-0.34,-0.33,-1.01,Seated Marches
Male,Middle-aged,10.0,1.0,0.0,0.88,3.22,0.56,Band Shoulder Abduction
Male,Middle-aged,4.0,3.0,0.74,0.34,1.18,-1.62,Cross-Body Arm Stretch
Male,Middle-aged,0.0,2.0,-1.23,-2.96,-0.0,-0.97,Modified Plank
Male,Middle-aged,4.0,2.0,1.01,0.52,1.31,0.99,Cross-Body Arm Stretch
Male,Middle-aged,2.0,0.0,-1.44,-0.93,0.65,-0.0,Cross-Body Arm Stretch
Male,Middle-aged,5.0,0.0,-1.0,-0.88,-1.67,-0.0,Cross-Body Arm Stretch
Male,Senior,4.0,1.0,0.0,-1.26,1.32,-0.56,Wall Push-up
Male,Senior,1.0,2.0,0.74,1.01,-0.34,1.06,Seated Figure-Four Stretch
Male,Senior,4.0,2.0,-1.21,-0.34,1.2,0.99,Wall Push-up
Male,Senior,2.0,3.0,0.26,,0.7,-1.75,Seated Figure-Four Stretch
Male,Senior,10.0,0.0,2.56,1.06,3.45,-0.0,Seated Shoulder Raise
Male,Senior,13.0,0.0,2.58,2.56,4.35,-0.0,Seated Shoulder Raise
Male,Senior,2.0,1.0,3.61,0.52,0.67,0.53,Seated Marching
Male,Senior,1.0,0.0,0.0,-1.89,0.33,-0.0,Seated Marching
Male,Senior,3.0,1.0,-2.94,-2.33,-0.97,-0.56,Seated Marching
Male,Senior,4.0,1.0,1.47,1.38,1.25,0.49,Wall Push-up
Male,Senior,8.0,1.0,1.86,2.35,2.69,-0.52,Seated Shoulder Raise
Male,Senior,6.0,3.0,1.81,-0.89,2.08,1.61,Seated Shoulder Raise
Male,Senior,1.0,1.0,0.0,-1.29,-0.34,-0.53,Seated Marches
Male,Senior,9.0,4.0,2.14,1.77,3.03,2.1,Seated Shoulder Raise
Male,Senior,3.0,0.0,-1.71,-3.47,1.04,-0.0,Seated Marching
Male,Senior,1.0,0.0,-0.23,-1.8,0.31,-0.0,Seated Marching
Male,Senior,3.0,1.0,-3.38,-2.36,-0.96,-0.53,Seated Marching
Male,Senior,3.0,2.0,0.26,-0.89,-1.01,1.08,Wall Push-up
Male,Senior,3.0,2.0,1.29,0.7,1.05,1.16,Wall Push-up
Male,Senior,6.0,1.0,3.06,0.92,1.97,0.54,Wall Push-up
Male,Senior,2.0,1.0,0.0,-1.34,0.7,-0.5,Wall Push-up
Male,Senior,1.0,1.0,3.59,1.52,0.35,0.49,Seated Marching
Male,Senior,9.0,0.0,0.24,-1.49,-3.2,-0.0,Seated Shoulder Raise
Male,Senior,10.0,5.0,3.04,1.37,3.67,2.58,Seated Shoulder Raise
Male,Senior,1.0,2.0,2.7,2.99,0.35,1.03,Seated Marching
Male,Senior,4.0,1.0,-0.25,-1.86,1.33,-0.53,Wall Push-up
Male,Senior,7.0,2.0,-2.12,-1.7,2.4,-1.01,Seated Shoulder Raise
Male,Senior,9.0,2.0,-0.49,-1.69,-3.08,-1.01,Seated Shoulder Raise
Male,Senior,5.0,3.0,-2.85,-2.3,1.76,-1.74,Wall Push-up
Male,Senior,2.0,3.0,-0.48,-1.33,0.65,1.56,Seated Figure-Four Stretch
Male,Senior,5.0,1.0,-1.79,-3.81,-1.95,0.58,Wall Push-up
Male,Senior,1.0,1.0,0.94,0.0,0.33,-0.51,Seated Marches
Male,Senior,3.0,1.0,0.76,-2.13,-1.09,0.53,Wall Push-up
Male,Senior,3.0,3.0,0.8,-0.18,-1.09,-1.61,Seated Figure-Four Stretch
Male,Senior,8.0,1.0,-0.23,0.16,2.78,0.52,Seated Shoulder Raise
Male,Senior,3.0,5.0,2.13,0.0,-1.01,2.73,Seated Figure-Four Stretch
Male,Senior,3.0,0.0,2.14,0.72,1.07,-0.0,Wall Push-up
Male,Senior,2.0,2.0,2.07,1.61,0.72,0.98,Seated Marching
Male,Senior,12.0,2.0,2.52,0.52,3.97,-1.07,Seated Shoulder Raise
Male,Senior,6.0,2.0,2.75,0.18,2.12,1.07,Seated Shoulder Raise
Male,Senior,1.0,2.0,-0.97,-2.02,-0.36,1.08,Seated Figure-Four Stretch
Male,Senior,8.0,0.0,1.98,1.37,2.57,-0.0,Seated Shoulder Raise
Male,Senior,13.0,1.0,1.26,1.69,4.53,0.52,Seated Shoulder Raise
Male,Senior,5.0,1.0,3.32,1.93,1.7,0.52,Wall Push-up
Male,Senior,5.0,0.0,-1.17,-1.83,-1.74,-0.0,Wall Push-up
Male,Senior,5.0,1.0,0.71,-1.04,1.6,0.49,Wall Push-up
Male,Senior,4.0,1.0,-1.43,-2.66,1.37,-0.54,Wall Push-up
Male,Senior,8.0,1.0,-0.27,-0.37,2.9,-0.6,Seated Shoulder Raise
Male,Senior,2.0,0.0,0.76,0.0,0.65,-0.0,Wall Push-up
Male,Senior,0.0,1.0,0.78,0.35,-0.0,0.53,Seated Marches
Male,Senior,3.0,2.0,-0.52,-0.35,1.13,-1.05,Wall Push-up
Male,Senior,1.0,2.0,0.99,1.39,0.34,1.06,Seated Figure-Four Stretch
Male,Senior,11.0,3.0,1.53,1.07,3.46,1.52,Seated Shoulder Raise
Male,Senior,1.0,4.0,1.23,0.34,0.35,2.14,Seated Figure-Four Stretch
Male,Senior,2.0,2.0,0.74,0.0,0.67,1.0,Seated Marches
Male,Senior,4.0,1.0,3.18,3.22,1.3,0.54,Seated Marching
Male,Senior,3.0,2.0,2.67,1.73,0.94,1.05,Seated Marching
Male,Senior,3.0,2.0,0.75,0.52,1.03,1.08,Wall Push-up
Male,Senior,8.0,1.0,0.28,-2.03,-2.84,0.55,Seated Shoulder Raise
Male,Senior,1.0,0.0,1.81,0.9,-0.36,-0.0,Diaphragmatic Breathing
Male,Senior,10.0,0.0,2.65,1.14,3.43,-0.0,Seated Shoulder Raise
Male,Senior,7.0,1.0,3.01,0.89,2.37,0.55,Seated Shoulder Raise
Male,Senior,5.0,2.0,-2.97,-2.91,-1.67,1.16,Wall Push-up
Male,Senior,8.0,1.0,-0.77,-1.21,2.66,0.52,Seated Shoulder Raise
Male,Senior,16.0,0.0,5.76,4.96,5.31,-0.0,Seated Shoulder Raise
Male,Senior,1.0,2.0,-0.58,-0.39,0.35,-1.05,Seated Figure-Four Stretch
Male,Senior,5.0,2.0,1.0,0.86,1.71,0.99,Wall Push-up
Male,Senior,1.0,2.0,0.0,-0.39,-0.35,1.12,Seated Figure-Four Stretch
Male,Senior,13.0,2.0,1.69,0.86,4.48,1.06,Seated Shoulder Raise
Male,Senior,1.0,3.0,4.55,3.08,-0.34,1.67,Seated Marching
Male,Senior,8.0,0.0,3.35,1.8,2.83,-0.0,Seated Shoulder Raise
Male,Senior,1.0,1.0,0.0,0.72,0.38,-0.57,Seated Marches
Male,Senior,2.0,3.0,0.0,-0.71,0.65,-1.68,Seated Figure-Four Stretch
Female,Teen,3.0,0.0,-1.02,-1.79,-1.09,-0.0,Resistance Band Shoulder Squeeze
Female,Teen,4.0,2.0,-0.53,-1.71,1.42,-1.05,Wall Angel
Female,Teen,5.0,1.0,-0.25,-0.17,1.59,-0.55,Wall Angel
Female,Teen,5.0,2.0,-5.16,-4.35,-1.9,-1.22,Bird Dog
Female,Teen,5.0,1.0,1.84,1.29,1.71,0.58,Wall Angel
Female,Teen,2.0,1.0,2.04,1.0,0.78,-0.58,Bird Dog
Female,Teen,2.0,3.0,1.55,0.42,0.87,1.87,Glute Bridge
Female,Teen,3.0,1.0,2.81,0.0,1.16,-0.6,Wall Angel
Female,Young Adult,1.0,4.0,0.24,-1.34,-0.31,-1.66,Clamshell
Female,Young Adult,3.0,5.0,-0.83,-0.56,-1.05,-2.43,Clamshell
Female,Young Adult,2.0,2.0,-0.52,-1.61,0.72,1.05,Clamshell
Female,Young Adult,7.0,2.0,-0.5,-1.42,2.18,-1.01,Shoulder Press
Female,Young Adult,2.0,3.0,0.6,-2.98,-0.78,-1.95,Clamshell
Female,Young Adult,11.0,2.0,-2.51,-1.21,3.62,1.12,Shoulder Press
Female,Young Adult,3.0,0.0,-0.46,-0.65,-0.98,-0.0,Resistance Band Arm Stretch
Female,Young Adult,4.0,3.0,-1.57,-2.36,-1.46,1.55,Shoulder Press
Female,Young Adult,3.0,0.0,-1.77,-0.7,0.9,-0.0,Resistance Band Arm Stretch
Female,Middle-aged,6.0,2.0,-0.3,-2.1,-1.95,-1.09,Band Shoulder Abduction
Female,Middle-aged,3.0,1.0,0.27,-1.48,0.98,-0.55,Cross-Body Arm Stretch
Female,Middle-aged,0.0,2.0,0.53,-1.29,-0.0,1.02,Standing Hip Abduction
Female,Middle-aged,2.0,0.0,0.7,-0.5,0.61,-0.0,Cross-Body Arm Stretch
Female,Middle-aged,0.0,1.0,-2.57,-3.97,-0.0,-0.53,Modified Plank
Female,Middle-aged,0.0,3.0,3.0,-0.75,-0.0,1.68,Standing Hip Abduction
Female,Middle-aged,2.0,3.0,-0.54,-2.42,-0.75,-1.67,Standing Hip Abduction
Female,Middle-aged,2.0,1.0,-0.25,-2.84,0.71,-0.53,Modified Plank
Female,Middle-aged,3.0,0.0,1.61,1.29,1.05,-0.0,Cross-Body Arm Stretch
Female,Senior,4.0,3.0,0.0,-1.1,-1.47,1.52,Wall Push-up
Female,Senior,5.0,0.0,2.62,2.0,2.03,-0.0,Seated Shoulder Raise
Female,Senior,0.0,3.0,1.34,-0.37,-0.0,1.75,Seated Figure-Four Stretch
Female,Senior,2.0,4.0,-1.61,-2.83,-0.71,1.89,Seated Figure-Four Stretch
Female,Senior,0.0,0.0,-1.52,-1.39,-0.0,-0.0,Diaphragmatic Breathing
Female,Senior,3.0,3.0,3.45,2.09,1.19,1.7,Seated Marching
Female,Senior,3.0,0.0,-3.09,-3.03,-1.18,-0.0,Seated Marching
Female,Senior,5.0,4.0,2.79,0.42,-1.86,2.03,Seated Shoulder Raise
Female,Senior,0.0,0.0,2.88,1.08,-0.0,-0.0,Seated Marching
Male,Teen,6.0,3.0,-3.54,-2.81,-1.95,-1.67,Wall Angel
Male,Teen,11.0,0.0,-1.15,1.32,-3.66,-0.0,Wall Angel
Male,Teen,4.0,2.0,-1.55,-2.08,-1.33,1.13,Wall Angel
Male,Teen,1.0,3.0,-3.75,-2.56,0.42,1.95,Bird Dog
Male,Teen,8.0,5.0,-2.93,-2.01,-3.34,2.73,Wall Angel
Male,Teen,3.0,4.0,0.0,-0.31,-0.95,1.94,Glute Bridge
Male,Teen,0.0,6.0,-0.68,-1.13,-0.0,3.95,Glute Bridge
Male,Teen,2.0,2.0,1.74,0.2,0.82,1.06,Side-lying Leg Lift
Male,Teen,1.0,2.0,-0.31,-0.42,-0.41,1.16,Glute Bridge
Male,Young Adult,3.0,1.0,-2.48,-0.65,-0.95,0.5,Resistance Band Arm Stretch
Male,Young Adult,13.0,1.0,0.67,-1.14,4.45,0.44,Shoulder Press
Male,Young Adult,12.0,1.0,3.54,-0.45,3.11,0.43,Shoulder Press
Male,Young Adult,4.0,1.0,-1.16,-2.47,1.41,0.48,Resistance Band Arm Stretch
Male,Young Adult,0.0,0.0,-1.17,-1.46,-0.0,-0.0,Plank
Male,Young Adult,3.0,0.0,-0.49,-0.69,-0.97,-0.0,Resistance Band Arm Stretch
Male,Young Adult,4.0,2.0,-0.53,-1.97,1.33,-1.16,Resistance Band Arm Stretch
Male,Young Adult,4.0,1.0,-0.73,0.66,1.27,-0.53,Resistance Band Arm Stretch
Male,Young Adult,9.0,1.0,-1.5,-2.16,-2.96,-0.53,Shoulder Press
Male,Middle-aged,0.0,0.0,1.63,0.79,-0.0,-0.0,Modified Plank
Male,Middle-aged,1.0,1.0,-0.95,-2.24,-0.34,-0.5,Modified Plank
Male,Middle-aged,0.0,1.0,-1.37,-2.71,-0.0,0.47,Modified Plank
Male,Middle-aged,3.0,2.0,-0.23,-1.1,0.93,-0.9,Cross-Body Arm Stretch
Male,Middle-aged,11.0,1.0,1.47,0.51,3.48,0.49,Band Shoulder Abduction
Male,Middle-aged,1.0,2.0,0.47,-0.16,-0.32,-1.09,Standing Hip Abduction
Male,Middle-aged,3.0,2.0,-1.68,-2.36,1.01,-1.03,Modified Plank
Male,Middle-aged,0.0,3.0,-0.5,-0.35,-0.0,-1.51,Standing Hip Abduction
Male,Middle-aged,4.0,0.0,0.81,-0.73,1.41,-0.0,Cross-Body Arm Stretch
Male,Senior,2.0,0.0,1.62,0.73,0.71,-0.0,Wall Push-up
Male,Senior,2.0,1.0,0.75,0.53,0.71,0.56,Wall Push-up
Male,Senior,5.0,0.0,1.53,1.64,1.59,-0.0,Wall Push-up
Male,Senior,1.0,3.0,-1.17,-2.18,-0.31,-1.52,Seated Figure-Four Stretch
Male,Senior,6.0,3.0,1.98,1.01,2.15,1.62,Seated Shoulder Raise
Male,Senior,3.0,2.0,0.76,0.87,1.1,-1.04,Wall Push-up
Male,Senior,1.0,1.0,1.93,0.33,0.33,0.5,Diaphragmatic Breathing
Male,Senior,3.0,1.0,0.25,-1.68,1.01,-0.55,Wall Push-up
Male,Senior,6.0,1.0,0.51,1.39,2.06,-0.52,Wall Push-up
